feature_id,label,vertex_index,x,y,group_id,X_warped,Y_warped
1,shoreline,383,366.0,-434.0,,-13582234.320990024,4433975.156355311
1,shoreline,384,359.0,-434.0,,-13582229.097238291,4433969.912319937
1,shoreline,385,358.0,-435.0,,-13582223.918931533,4433966.939334493
1,shoreline,386,355.0,-435.0,,-13582221.637487302,4433964.663714261
1,shoreline,387,354.0,-434.0,,-13582225.180553464,4433966.074111481
1,shoreline,388,350.0,-434.0,,-13582222.013264429,4433962.978104377
1,shoreline,389,349.0,-435.0,,-13582217.034169076,4433960.07841398
1,shoreline,390,345.0,-435.0,,-13582214.008001028,4433957.024483
1,shoreline,391,344.0,-434.0,,-13582217.332298366,4433958.340761482
1,shoreline,392,341.0,-434.0,,-13582215.074751835,4433956.045004829
1,shoreline,393,340.0,-435.0,,-13582210.371618107,4433953.248401701
1,shoreline,394,324.0,-435.0,,-13582201.144437665,4433941.981453235
1,shoreline,395,323.0,-434.0,,-13582204.307500074,4433943.214966863
1,shoreline,396,321.0,-434.0,,-13582203.560475782,4433941.949123899
1,shoreline,397,320.0,-435.0,,-13582199.743154148,4433939.4868393745
1,shoreline,398,305.0,-435.0,,-13582199.333662085,4433931.902775767
1,shoreline,399,304.0,-434.0,,-13582202.831140215,4433933.245205825
1,shoreline,400,298.0,-434.0,,-13582205.378308183,4433931.208453429
1,shoreline,401,297.0,-435.0,,-13582202.795473829,4433929.216357993
1,shoreline,402,296.0,-434.0,,-13582206.570182053,4433930.6568846395
1,shoreline,403,274.0,-434.0,,-13582229.352493137,4433928.209869628
1,shoreline,404,273.0,-433.0,,-13582233.968020428,4433929.953564008
1,shoreline,405,256.0,-433.0,,-13582259.025503948,4433930.916643922
1,shoreline,406,255.0,-432.0,,-13582263.96196488,4433932.777808402
1,shoreline,407,243.0,-432.0,,-13582281.068780389,4433933.344447579
1,shoreline,408,242.0,-431.0,,-13582285.889134843,4433935.166951035
1,shoreline,409,222.0,-431.0,,-13582309.342258878,4433934.459477074
1,shoreline,410,221.0,-430.0,,-13582313.848902324,4433936.172572912
1,shoreline,411,210.0,-430.0,,-13582325.31090788,4433935.329132777
1,shoreline,412,209.0,-429.0,,-13582329.722556313,4433937.008559339
1,shoreline,413,170.0,-429.0,,-13582367.103894942,4433933.0796135925
1,shoreline,414,169.0,-428.0,,-13582371.33699746,4433934.691754666
