feature_id,label,vertex_index,x,y,group_id,X_warped,Y_warped
1,shoreline,196,750.0,-536.0,,-13581655.01050285,4433891.740601932
1,shoreline,197,749.0,-535.0,,-13581657.43460472,4433892.861301959
1,shoreline,198,749.0,-534.0,,-13581659.51140085,4433894.207840348
1,shoreline,199,741.0,-526.0,,-13581679.394264413,4433903.366857474
1,shoreline,200,741.0,-525.0,,-13581681.546878636,4433904.745294179
1,shoreline,201,739.0,-523.0,,-13581686.656201284,4433907.090154916
1,shoreline,202,738.0,-523.0,,-13581687.050356004,4433906.880181213
1,shoreline,203,735.0,-520.0,,-13581694.819956867,4433910.438549448
1,shoreline,204,734.0,-520.0,,-13581695.226896495,4433910.232074479
1,shoreline,205,733.0,-519.0,,-13581697.846415322,4433911.429677092
1,shoreline,206,733.0,-518.0,,-13581700.064268455,4433912.836544256
1,shoreline,207,723.0,-508.0,,-13581727.09800113,4433925.152591472
1,shoreline,208,722.0,-508.0,,-13581727.556301888,4433924.961720231
1,shoreline,209,721.0,-507.0,,-13581730.342044568,4433926.225947732
1,shoreline,210,714.0,-507.0,,-13581733.635525947,4433924.886258787
1,shoreline,211,713.0,-506.0,,-13581736.470221475,4433926.1649049865
1,shoreline,212,709.0,-506.0,,-13581738.412078172,4433925.389583633
1,shoreline,213,708.0,-505.0,,-13581741.282223497,4433926.6780232955
1,shoreline,214,704.0,-505.0,,-13581743.272457138,4433925.892145693
1,shoreline,215,703.0,-504.0,,-13581746.178770717,4433927.189498073
1,shoreline,216,698.0,-504.0,,-13581748.730214829,4433926.1860975055
1,shoreline,217,697.0,-503.0,,-13581751.678438647,4433927.491804754
1,shoreline,218,694.0,-503.0,,-13581753.244159877,4433926.875918037
1,shoreline,219,693.0,-502.0,,-13581756.224454038,4433928.188072648
1,shoreline,220,690.0,-502.0,,-13581757.819540344,4433927.560146679
1,shoreline,221,689.0,-501.0,,-13581760.832221152,4433928.878075731
1,shoreline,222,682.0,-501.0,,-13581764.640633807,4433927.358406119
1,shoreline,223,681.0,-500.0,,-13581767.706659682,4433928.680637043
1,shoreline,224,679.0,-500.0,,-13581768.817158075,4433928.230930986
1,shoreline,225,678.0,-499.0,,-13581771.910860855,4433929.557390749
1,shoreline,226,676.0,-499.0,,-13581773.036652772,4433929.099872167
1,shoreline,227,675.0,-498.0,,-13581776.158194548,4433930.430223282
1,shoreline,228,674.0,-498.0,,-13581776.728039794,4433930.19826812
1,shoreline,229,673.0,-497.0,,-13581779.872418607,4433931.532766477
